Overzicht postcodes België,,,,
Postcode,Gemeente,Postcode Hoofdgemeente,Hoofdgemeente,Provincie
3300,Kumtich,3300,Tienen,Vlaams Brabant
3300,Oorbeek,3300,Tienen,Vlaams Brabant
3300,Oplinter,3300,Tienen,Vlaams Brabant
3300,Sint-Margriete-Houtem (Tienen),3300,Tienen,Vlaams Brabant
3300,Tienen,3300,Tienen,Vlaams Brabant
3300,Vissenaken,3300,Tienen,Vlaams Brabant
3320,Hoegaarden,3320,Hoegaarden,Vlaams Brabant
3320,Meldert (Vl.Br.),3320,Hoegaarden,Vlaams Brabant
3321,Outgaarden,3320,Hoegaarden,Vlaams Brabant
3350,Drieslinter,3350,Linter,Vlaams Brabant
3350,Linter,3350,Linter,Vlaams Brabant
3350,Melkwezer,3350,Linter,Vlaams Brabant
3350,Neerhespen,3350,Linter,Vlaams Brabant
3350,Neerlinter,3350,Linter,Vlaams Brabant
3350,Orsmaal-Gussenhoven,3350,Linter,Vlaams Brabant
3350,Overhespen,3350,Linter,Vlaams Brabant
3350,Wommersom,3350,Linter,Vlaams Brabant
3360,Bierbeek,3360,Bierbeek,Vlaams Brabant
3360,Korbeek-Lo,3360,Bierbeek,Vlaams Brabant
3360,Lovenjoel,3360,Bierbeek,Vlaams Brabant
3360,Opvelp,3360,Bierbeek,Vlaams Brabant
3370,Boutersem,3370,Boutersem,Vlaams Brabant
3370,Kerkom,3370,Boutersem,Vlaams Brabant
3370,Neervelp,3370,Boutersem,Vlaams Brabant
3370,Roosbeek,3370,Boutersem,Vlaams Brabant
3370,Vertrijk,3370,Boutersem,Vlaams Brabant
3370,Willebringen,3370,Boutersem,Vlaams Brabant
3380,Bunsbeek,3380,Glabbeek-Zuurbemde,Vlaams Brabant
3380,Glabbeek-Zuurbemde,3380,Glabbeek-Zuurbemde,Vlaams Brabant
3381,Kapellen (Vl.Br.),3380,Glabbeek-Zuurbemde,Vlaams Brabant
3384,Attenrode,3380,Glabbeek-Zuurbemde,Vlaams Brabant
3390,Houwaart,3390,Tielt-Winge,Vlaams Brabant
3390,Sint-Joris-Winge,3390,Tielt-Winge,Vlaams Brabant
3390,Tielt (Vl.Br.),3390,Tielt-Winge,Vlaams Brabant
3390,Tielt-Winge,3390,Tielt-Winge,Vlaams Brabant
3391,Meensel-Kiezegem,3390,Tielt-Winge,Vlaams Brabant
3400,Eliksem,3400,Landen,Vlaams Brabant
3400,Ezemaal,3400,Landen,Vlaams Brabant
3400,Laar,3400,Landen,Vlaams Brabant
3400,Landen,3400,Landen,Vlaams Brabant
3400,Neerwinden,3400,Landen,Vlaams Brabant
3400,Overwinden,3400,Landen,Vlaams Brabant
3400,Rumsdorp,3400,Landen,Vlaams Brabant
3400,Wange,3400,Landen,Vlaams Brabant
3401,Waasmont,3400,Landen,Vlaams Brabant
3401,Walsbets,3400,Landen,Vlaams Brabant
3401,Walshoutem,3400,Landen,Vlaams Brabant
3401,Wezeren,3400,Landen,Vlaams Brabant
3404,Attenhoven,3400,Landen,Vlaams Brabant
3404,Neerlanden,3400,Landen,Vlaams Brabant
3440,Budingen,3440,Zoutleeuw,Vlaams Brabant
3440,Dormaal,3440,Zoutleeuw,Vlaams Brabant
3440,Halle-Booienhoven,3440,Zoutleeuw,Vlaams Brabant
3440,Helen-Bos,3440,Zoutleeuw,Vlaams Brabant
3440,Zoutleeuw,3440,Zoutleeuw,Vlaams Brabant
3450,Geetbets,3450,Geetbets,Vlaams Brabant
3450,Grazen,3450,Geetbets,Vlaams Brabant
3454,Rummen,3450,Geetbets,Vlaams Brabant
3460,Assent,3460,Bekkevoort,Vlaams Brabant
3460,Bekkevoort,3460,Bekkevoort,Vlaams Brabant
3461,Molenbeek-Wersbeek,3460,Bekkevoort,Vlaams Brabant
3470,Kortenaken,3470,Kortenaken,Vlaams Brabant
3470,Ransberg,3470,Kortenaken,Vlaams Brabant
3471,Hoeleden,3470,Kortenaken,Vlaams Brabant
3472,Kersbeek-Miskom,3470,Kortenaken,Vlaams Brabant
3473,Waanrode,3470,Kortenaken,Vlaams Brabant
3500,Hasselt,3500,Hasselt,Limburg
3500,Sint-Lambrechts-Herk,3500,Hasselt,Limburg
3501,Wimmertingen,3500,Hasselt,Limburg
3510,Kermt,3500,Hasselt,Limburg
3510,Spalbeek,3500,Hasselt,Limburg
3511,Kuringen,3500,Hasselt,Limburg
3511,Stokrooie,3500,Hasselt,Limburg
3512,Stevoort,3500,Hasselt,Limburg
3520,Zonhoven,3520,Zonhoven,Limburg
3530,Helchteren,3530,Houthalen-Helchteren,Limburg
3530,Houthalen,3530,Houthalen-Helchteren,Limburg
3530,Houthalen-Helchteren,3530,Houthalen-Helchteren,Limburg
3540,Berbroek,3540,Herk-de-Stad,Limburg
3540,Donk,3540,Herk-de-Stad,Limburg
3540,Herk-de-Stad,3540,Herk-de-Stad,Limburg
3540,Schulen,3540,Herk-de-Stad,Limburg
3545,Halen,3545,Halen,Limburg
3545,Loksbergen,3545,Halen,Limburg
3545,Zelem,3545,Halen,Limburg
3550,Heusden (Limb.),3550,Heusden-Zolder,Limburg
3550,Heusden-Zolder,3550,Heusden-Zolder,Limburg
3550,Zolder,3550,Heusden-Zolder,Limburg
3560,Linkhout,3560,Lummen,Limburg
3560,Lummen,3560,Lummen,Limburg
3560,Meldert (Limb.),3560,Lummen,Limburg
3570,Alken,3570,Alken,Limburg
3580,Beringen,3580,Beringen,Limburg
3581,Beverlo,3580,Beringen,Limburg
3582,Koersel,3580,Beringen,Limburg
3583,Paal,3580,Beringen,Limburg
3590,Diepenbeek,3590,Diepenbeek,Limburg
3600,Genk,3600,Genk,Limburg
3620,Gellik,3620,Lanaken,Limburg
3620,Lanaken,3620,Lanaken,Limburg
3620,Neerharen,3620,Lanaken,Limburg
3620,Veldwezelt,3620,Lanaken,Limburg
3621,Rekem,3620,Lanaken,Limburg
3630,Eisden,3630,Maasmechelen,Limburg
3630,Leut,3630,Maasmechelen,Limburg
3630,Maasmechelen,3630,Maasmechelen,Limburg
3630,Mechelen-aan-de-Maas,3630,Maasmechelen,Limburg
3630,Meeswijk,3630,Maasmechelen,Limburg
3630,Opgrimbie,3630,Maasmechelen,Limburg
3630,Vucht,3630,Maasmechelen,Limburg
3631,Boorsem,3630,Maasmechelen,Limburg
3631,Uikhoven,3630,Maasmechelen,Limburg
3640,Kessenich,3640,Kinrooi,Limburg
3640,Kinrooi,3640,Kinrooi,Limburg
3640,Molenbeersel,3640,Kinrooi,Limburg
3640,Ophoven,3640,Kinrooi,Limburg
3650,Dilsen-Stokkem,3650,Dilsen-Stokkem,Limburg
3650,Elen,3650,Dilsen-Stokkem,Limburg
3650,Lanklaar,3650,Dilsen-Stokkem,Limburg
3650,Rotem,3650,Dilsen-Stokkem,Limburg
3660,Opglabbeek,3660,Opglabbeek,Limburg
3665,As,3665,As,Limburg
3668,Niel-bij-As,3665,As,Limburg
3670,Ellikom,3670,Meeuwen-Gruitrode,Limburg
3670,Gruitrode,3670,Meeuwen-Gruitrode,Limburg
3670,Meeuwen,3670,Meeuwen-Gruitrode,Limburg
3670,Meeuwen-Gruitrode,3670,Meeuwen-Gruitrode,Limburg
3670,Neerglabbeek,3670,Meeuwen-Gruitrode,Limburg
3670,Wijshagen,3670,Meeuwen-Gruitrode,Limburg
3680,Maaseik,3680,Maaseik,Limburg
3680,Neeroeteren,3680,Maaseik,Limburg
3680,Opoeteren,3680,Maaseik,Limburg
3690,Zutendaal,3690,Zutendaal,Limburg
3700,Berg (Limb.),3700,Tongeren,Limburg
3700,Diets-Heur,3700,Tongeren,Limburg
3700,Haren (Tongeren),3700,Tongeren,Limburg
3700,Henis,3700,Tongeren,Limburg
3700,Kolmont (Tongeren),3700,Tongeren,Limburg
3700,Koninksem,3700,Tongeren,Limburg
3700,Lauw,3700,Tongeren,Limburg
3700,Mal,3700,Tongeren,Limburg
3700,Neerrepen,3700,Tongeren,Limburg
3700,Nerem,3700,Tongeren,Limburg
3700,Overrepen (Kolmont),3700,Tongeren,Limburg
3700,Piringen (Haren),3700,Tongeren,Limburg
3700,Riksingen,3700,Tongeren,Limburg
3700,Rutten,3700,Tongeren,Limburg
3700,'s Herenelderen,3700,Tongeren,Limburg
3700,Sluizen,3700,Tongeren,Limburg
3700,Tongeren,3700,Tongeren,Limburg
3700,Vreren,3700,Tongeren,Limburg
3700,Widooie (Haren),3700,Tongeren,Limburg
3717,Herstappe,3717,Herstappe,Limburg
3720,Kortessem,3720,Kortessem,Limburg
3721,Vliermaalroot,3720,Kortessem,Limburg
3722,Wintershoven,3720,Kortessem,Limburg
3723,Guigoven,3720,Kortessem,Limburg
3724,Vliermaal,3720,Kortessem,Limburg
3730,Hoeselt,3730,Hoeselt,Limburg
3730,Romershoven,3730,Hoeselt,Limburg
3730,Sint-Huibrechts-Hern,3730,Hoeselt,Limburg
3730,Werm,3730,Hoeselt,Limburg
3732,Schalkhoven,3730,Hoeselt,Limburg
3740,Beverst,3740,Bilzen,Limburg
3740,Bilzen,3740,Bilzen,Limburg
3740,Eigenbilzen,3740,Bilzen,Limburg
3740,Grote-Spouwen,3740,Bilzen,Limburg
3740,Hees,3740,Bilzen,Limburg
3740,Kleine-Spouwen,3740,Bilzen,Limburg
3740,Mopertingen,3740,Bilzen,Limburg
3740,Munsterbilzen,3740,Bilzen,Limburg
3740,Rijkhoven,3740,Bilzen,Limburg
3740,Rosmeer,3740,Bilzen,Limburg
3740,Spouwen,3740,Bilzen,Limburg
3740,Waltwilder,3740,Bilzen,Limburg
3742,Martenslinde,3740,Bilzen,Limburg
3746,Hoelbeek,3740,Bilzen,Limburg
3770,Genoelselderen,3770,Riemst,Limburg
3770,Herderen,3770,Riemst,Limburg
3770,Kanne,3770,Riemst,Limburg
3770,Membruggen,3770,Riemst,Limburg
3770,Millen,3770,Riemst,Limburg
3770,Riemst,3770,Riemst,Limburg
3770,Val-Meer,3770,Riemst,Limburg
3770,Vlijtingen,3770,Riemst,Limburg
3770,Vroenhoven,3770,Riemst,Limburg
3770,Zichen-Zussen-Bolder,3770,Riemst,Limburg
3790,Moelingen/Mouland,3790,Voeren/Fourons,Limburg
3790,Sint-Martens-Voeren/Fouron-Saint-Martin,3790,Voeren/Fourons,Limburg
3790,Voeren/Fourons,3790,Voeren/Fourons,Limburg
3791,Remersdaal,3790,Voeren/Fourons,Limburg
3792,Sint-Pieters-Voeren/Fouron-Saint-Pierre,3790,Voeren/Fourons,Limburg
3793,Teuven,3790,Voeren/Fourons,Limburg
3798,'s Gravenvoeren/Fouron-le-Comte,3790,Voeren/Fourons,Limburg
3800,Aalst (Limb.),3800,Sint-Truiden,Limburg
3800,Brustem,3800,Sint-Truiden,Limburg
3800,Engelmanshoven,3800,Sint-Truiden,Limburg
3800,Gelinden,3800,Sint-Truiden,Limburg
3800,Groot-Gelmen,3800,Sint-Truiden,Limburg
3800,Halmaal,3800,Sint-Truiden,Limburg
3800,Kerkom-bij-Sint-Truiden,3800,Sint-Truiden,Limburg
3800,Ordingen,3800,Sint-Truiden,Limburg
3800,Sint-Truiden,3800,Sint-Truiden,Limburg
3800,Zepperen,3800,Sint-Truiden,Limburg
3803,Duras,3800,Sint-Truiden,Limburg
3803,Gorsem,3800,Sint-Truiden,Limburg
3803,Runkelen,3800,Sint-Truiden,Limburg
3803,Wilderen,3800,Sint-Truiden,Limburg
3806,Velm,3800,Sint-Truiden,Limburg
3830,Berlingen,3830,Wellen,Limburg
3830,Wellen,3830,Wellen,Limburg
3831,Herten,3830,Wellen,Limburg
3832,Ulbeek,3830,Wellen,Limburg
3840,Bommershoven (Haren),3840,Borgloon,Limburg
3840,Borgloon,3840,Borgloon,Limburg
3840,Broekom,3840,Borgloon,Limburg
3840,Gors-Opleeuw,3840,Borgloon,Limburg
3840,Gotem,3840,Borgloon,Limburg
3840,Groot-Loon,3840,Borgloon,Limburg
3840,Haren (Borgloon),3840,Borgloon,Limburg
3840,Hendrieken,3840,Borgloon,Limburg
3840,Hoepertingen,3840,Borgloon,Limburg
3840,Jesseren (Kolmont),3840,Borgloon,Limburg
3840,Kerniel,3840,Borgloon,Limburg
3840,Kolmont (Borgloon),3840,Borgloon,Limburg
3840,Kuttekoven,3840,Borgloon,Limburg
3840,Rijkel,3840,Borgloon,Limburg
3840,Voort,3840,Borgloon,Limburg
3850,Binderveld,3850,Nieuwerkerken (Limb.),Limburg
3850,Kozen,3850,Nieuwerkerken (Limb.),Limburg
3850,Nieuwerkerken (Limb.),3850,Nieuwerkerken (Limb.),Limburg
3850,Wijer,3850,Nieuwerkerken (Limb.),Limburg
3870,Batsheers,3870,Heers,Limburg
3870,Bovelingen,3870,Heers,Limburg
3870,Gutschoven,3870,Heers,Limburg
3870,Heers,3870,Heers,Limburg
3870,Heks,3870,Heers,Limburg
3870,Horpmaal,3870,Heers,Limburg
3870,Klein-Gelmen,3870,Heers,Limburg
3870,Mechelen-Bovelingen,3870,Heers,Limburg
3870,Mettekoven,3870,Heers,Limburg
3870,Opheers,3870,Heers,Limburg
3870,Rukkelingen-Loon,3870,Heers,Limburg
3870,Vechmaal,3870,Heers,Limburg
3870,Veulen,3870,Heers,Limburg
3890,Boekhout,3890,Gingelom,Limburg
3890,Gingelom,3890,Gingelom,Limburg
3890,Jeuk,3890,Gingelom,Limburg
3890,Kortijs,3890,Gingelom,Limburg
3890,Montenaken,3890,Gingelom,Limburg
3890,Niel-bij-Sint-Truiden,3890,Gingelom,Limburg
3890,Vorsen,3890,Gingelom,Limburg
3891,Borlo,3890,Gingelom,Limburg
3891,Buvingen,3890,Gingelom,Limburg
3891,Mielen-boven-Aalst,3890,Gingelom,Limburg
3891,Muizen (Limb.),3890,Gingelom,Limburg
3900,Overpelt,3900,Overpelt,Limburg
3910,Neerpelt,3910,Neerpelt,Limburg
3910,Sint-Huibrechts-Lille,3910,Neerpelt,Limburg
3920,Lommel,3920,Lommel,Limburg
3930,Achel,3930,Hamont-Achel,Limburg
3930,Hamont,3930,Hamont-Achel,Limburg
3930,Hamont-Achel,3930,Hamont-Achel,Limburg
3940,Hechtel,3940,Hechtel-Eksel,Limburg
3940,Hechtel-Eksel,3940,Hechtel-Eksel,Limburg
3941,Eksel,3940,Hechtel-Eksel,Limburg
3945,Ham,3945,Ham,Limburg
3945,Kwaadmechelen,3945,Ham,Limburg
3945,Oostham,3945,Ham,Limburg
3950,Bocholt,3950,Bocholt,Limburg
3950,Kaulille,3950,Bocholt,Limburg
3950,Reppel,3950,Bocholt,Limburg
3960,Beek,3960,Bree,Limburg
3960,Bree,3960,Bree,Limburg
3960,Gerdingen,3960,Bree,Limburg
3960,Opitter,3960,Bree,Limburg
3960,Tongerlo (Limb.),3960,Bree,Limburg
3970,Leopoldsburg,3970,Leopoldsburg,Limburg
3971,Heppen,3970,Leopoldsburg,Limburg
3980,Tessenderlo,3980,Tessenderlo,Limburg
3990,Grote-Brogel,3990,Peer,Limburg
3990,Kleine-Brogel,3990,Peer,Limburg
3990,Peer,3990,Peer,Limburg
3990,Wijchmaal,3990,Peer,Limburg
4000,Glain,4000,Liège,Luik
4000,Liège,4000,Liège,Luik
4000,Rocourt,4000,Liège,Luik
4020,Bressoux,4000,Liège,Luik
4020,Jupille-sur-Meuse,4000,Liège,Luik
4020,Liège,4000,Liège,Luik
4020,Wandre,4000,Liège,Luik
4030,Grivegnée,4000,Liège,Luik
4031,Angleur,4000,Liège,Luik
4032,Chênée,4000,Liège,Luik
4040,Herstal,4040,Herstal,Luik
4041,Milmort,4040,Herstal,Luik
4041,Vottem,4040,Herstal,Luik
4042,Liers,4040,Herstal,Luik
4050,Chaudfontaine,4050,Chaudfontaine,Luik
4051,Vaux-sous-Chèvremont,4050,Chaudfontaine,Luik
4052,Beaufays,4050,Chaudfontaine,Luik
4053,Embourg,4050,Chaudfontaine,Luik
4100,Boncelles,4100,Seraing,Luik
4100,Seraing,4100,Seraing,Luik
4101,Jemeppe-sur-Meuse,4100,Seraing,Luik
4102,Ougrée,4100,Seraing,Luik
4120,Ehein,4120,Neupré,Luik
4120,Neupré,4120,Neupré,Luik
4120,Rotheux-Rimière,4120,Neupré,Luik
4121,Neuville-en-Condroz,4120,Neupré,Luik
4122,Plainevaux,4120,Neupré,Luik
4130,Esneux,4130,Esneux,Luik
4130,Tilff,4130,Esneux,Luik
4140,Dolembreux,4140,Sprimont,Luik
4140,Gomzé-Andoumont,4140,Sprimont,Luik
4140,Rouvreux,4140,Sprimont,Luik
4140,Sprimont,4140,Sprimont,Luik
4141,Louveigné,4140,Sprimont,Luik
4160,Anthisnes,4160,Anthisnes,Luik
4161,Villers-aux-Tours,4160,Anthisnes,Luik
4162,Hody,4160,Anthisnes,Luik
4163,Tavier,4160,Anthisnes,Luik
4170,Comblain-au-Pont,4170,Comblain-au-Pont,Luik
4171,Poulseur,4170,Comblain-au-Pont,Luik
4180,Comblain-Fairon,4180,Hamoir,Luik
4180,Comblain-la-Tour,4180,Hamoir,Luik
4180,Hamoir,4180,Hamoir,Luik
4181,Filot,4180,Hamoir,Luik
4190,Ferrières,4190,Ferrières,Luik
4190,My,4190,Ferrières,Luik
4190,Vieuxville,4190,Ferrières,Luik
4190,Werbomont,4190,Ferrières,Luik
4190,Xhoris,4190,Ferrières,Luik
4210,Burdinne,4210,Burdinne,Luik
4210,Hannêche,4210,Burdinne,Luik
4210,Lamontzée,4210,Burdinne,Luik
4210,Marneffe,4210,Burdinne,Luik
4210,Oteppe,4210,Burdinne,Luik
4217,Héron,4217,Héron,Luik
4217,Lavoir,4217,Héron,Luik
4217,Waret-l'Evêque,4217,Héron,Luik
4218,Couthuin,4217,Héron,Luik
4219,Acosse,4219,Wasseiges,Luik
4219,Ambresin,4219,Wasseiges,Luik
4219,Meeffe,4219,Wasseiges,Luik
4219,Wasseiges,4219,Wasseiges,Luik
4250,Boëlhe,4250,Geer,Luik
4250,Geer,4250,Geer,Luik
4250,Hollogne-sur-Geer,4250,Geer,Luik
4250,Lens-Saint-Servais,4250,Geer,Luik
4252,Omal,4250,Geer,Luik
4253,Darion,4250,Geer,Luik
4254,Ligney,4250,Geer,Luik
4257,Berloz,4257,Berloz,Luik
4257,Corswarem,4257,Berloz,Luik
4257,Rosoux-Crenwick,4257,Berloz,Luik
4260,Avennes,4260,Braives,Luik
4260,Braives,4260,Braives,Luik
4260,Ciplet,4260,Braives,Luik
4260,Fallais,4260,Braives,Luik
4260,Fumal,4260,Braives,Luik
4260,Ville-en-Hesbaye,4260,Braives,Luik
4261,Latinne,4260,Braives,Luik
4263,Tourinne (Lg.),4260,Braives,Luik
4280,Abolens,4280,Hannut,Luik
4280,Avernas-le-Bauduin,4280,Hannut,Luik
4280,Avin,4280,Hannut,Luik
4280,Bertrée,4280,Hannut,Luik
4280,Blehen,4280,Hannut,Luik
4280,Cras-Avernas,4280,Hannut,Luik
4280,Crehen,4280,Hannut,Luik
4280,Grand-Hallet,4280,Hannut,Luik
4280,Hannut,4280,Hannut,Luik
4280,Lens-Saint-Remy,4280,Hannut,Luik
4280,Merdorp,4280,Hannut,Luik
4280,Moxhe,4280,Hannut,Luik
4280,Petit-Hallet,4280,Hannut,Luik
4280,Poucet,4280,Hannut,Luik
4280,Thisnes,4280,Hannut,Luik
4280,Trognée,4280,Hannut,Luik
4280,Villers-le-Peuplier,4280,Hannut,Luik
4280,Wansin,4280,Hannut,Luik
4287,Lincent,4287,Lincent,Luik
4287,Pellaines,4287,Lincent,Luik
4287,Racour,4287,Lincent,Luik
4300,Bettincourt,4300,Waremme,Luik
4300,Bleret,4300,Waremme,Luik
4300,Bovenistier,4300,Waremme,Luik
4300,Grand-Axhe,4300,Waremme,Luik
4300,Lantremange,4300,Waremme,Luik
4300,Oleye,4300,Waremme,Luik
4300,Waremme,4300,Waremme,Luik
4317,Aineffe,4317,Faimes,Luik
4317,Borlez,4317,Faimes,Luik
4317,Celles (Lg.),4317,Faimes,Luik
4317,Faimes,4317,Faimes,Luik
4317,Les Waleffes,4317,Faimes,Luik
4317,Viemme,4317,Faimes,Luik
4340,Awans,4340,Awans,Luik
4340,Fooz,4340,Awans,Luik
4340,Othée,4340,Awans,Luik
4340,Villers-l'Evêque,4340,Awans,Luik
4342,Hognoul,4340,Awans,Luik
4347,Fexhe-le-Haut-Clocher,4347,Fexhe-le-Haut-Clocher,Luik
4347,Freloux,4347,Fexhe-le-Haut-Clocher,Luik
4347,Noville (Lg.),4347,Fexhe-le-Haut-Clocher,Luik
4347,Roloux,4347,Fexhe-le-Haut-Clocher,Luik
4347,Voroux-Goreux,4347,Fexhe-le-Haut-Clocher,Luik
4350,Lamine,4350,Remicourt,Luik
4350,Momalle,4350,Remicourt,Luik
4350,Pousset,4350,Remicourt,Luik
4350,Remicourt,4350,Remicourt,Luik
4351,Hodeige,4350,Remicourt,Luik
4357,Donceel,4357,Donceel,Luik
4357,Haneffe,4357,Donceel,Luik
4357,Jeneffe (Lg.),4357,Donceel,Luik
4357,Limont,4357,Donceel,Luik
4360,Bergilers,4360,Oreye,Luik
4360,Grandville,4360,Oreye,Luik
4360,Lens-sur-Geer,4360,Oreye,Luik
4360,Oreye,4360,Oreye,Luik
4360,Otrange,4360,Oreye,Luik
4367,Crisnée,4367,Crisnée,Luik
4367,Fize-le-Marsal,4367,Crisnée,Luik
4367,Kemexhe,4367,Crisnée,Luik
4367,Odeur,4367,Crisnée,Luik
4367,Thys,4367,Crisnée,Luik
4400,Awirs,4400,Flémalle,Luik
4400,Chokier,4400,Flémalle,Luik
4400,Flémalle,4400,Flémalle,Luik
4400,Flémalle-Grande,4400,Flémalle,Luik
4400,Flémalle-Haute,4400,Flémalle,Luik
4400,Gleixhe,4400,Flémalle,Luik
4400,Ivoz-Ramet,4400,Flémalle,Luik
4400,Mons-lez-Liège,4400,Flémalle,Luik
4420,Montegnée,4420,Saint-Nicolas (Lg.),Luik
4420,Saint-Nicolas (Lg.),4420,Saint-Nicolas (Lg.),Luik
4420,Tilleur,4420,Saint-Nicolas (Lg.),Luik
4430,Ans,4430,Ans,Luik
4431,Loncin,4430,Ans,Luik
4432,Alleur,4430,Ans,Luik
4432,Xhendremael,4430,Ans,Luik
4450,Juprelle,4450,Juprelle,Luik
4450,Lantin,4450,Juprelle,Luik
4450,Slins,4450,Juprelle,Luik
4451,Voroux-lez-Liers,4450,Juprelle,Luik
4452,Paifve,4450,Juprelle,Luik
4452,Wihogne,4450,Juprelle,Luik
4453,Villers-Saint-Siméon,4450,Juprelle,Luik
4458,Fexhe-Slins,4450,Juprelle,Luik
4460,Bierset,4460,Grâce-Hollogne,Luik
4460,Grâce-Berleur,4460,Grâce-Hollogne,Luik
4460,Grâce-Hollogne,4460,Grâce-Hollogne,Luik
4460,Hollogne-aux-Pierres,4460,Grâce-Hollogne,Luik
4460,Horion-Hozémont,4460,Grâce-Hollogne,Luik
4460,Velroux,4460,Grâce-Hollogne,Luik
4470,Saint-Georges-sur-Meuse,4470,Saint-Georges-sur-Meuse,Luik
4480,Clermont-sous-Huy,4480,Engis,Luik
4480,Engis,4480,Engis,Luik
4480,Hermalle-sous-Huy,4480,Engis,Luik
4500,Ben-Ahin,4500,Huy,Luik
4500,Huy,4500,Huy,Luik
4500,Tihange,4500,Huy,Luik
4520,Antheit,4520,Wanze,Luik
4520,Bas-Oha,4520,Wanze,Luik
4520,Huccorgne,4520,Wanze,Luik
4520,Moha,4520,Wanze,Luik
4520,Vinalmont,4520,Wanze,Luik
4520,Wanze,4520,Wanze,Luik
4530,Fize-Fontaine,4530,Villers-le-Bouillet,Luik
4530,Vaux-et-Borset,4530,Villers-le-Bouillet,Luik
4530,Vieux-Waleffe,4530,Villers-le-Bouillet,Luik
4530,Villers-le-Bouillet,4530,Villers-le-Bouillet,Luik
4530,Warnant-Dreye,4530,Villers-le-Bouillet,Luik
4537,Chapon-Seraing,4537,Verlaine,Luik
4537,Seraing-le-Château,4537,Verlaine,Luik
4537,Verlaine,4537,Verlaine,Luik
4540,Amay,4540,Amay,Luik
4540,Ampsin,4540,Amay,Luik
4540,Flône,4540,Amay,Luik
4540,Jehay,4540,Amay,Luik
4540,Ombret,4540,Amay,Luik
4550,Nandrin,4550,Nandrin,Luik
4550,Saint-Séverin,4550,Nandrin,Luik
4550,Villers-le-Temple,4550,Nandrin,Luik
4550,Yernée-Fraineux,4550,Nandrin,Luik
4557,Abée,4557,Tinlot,Luik
4557,Fraiture,4557,Tinlot,Luik
4557,Ramelot,4557,Tinlot,Luik
4557,Seny,4557,Tinlot,Luik
4557,Soheit-Tinlot,4557,Tinlot,Luik
4557,Tinlot,4557,Tinlot,Luik
4560,Bois-et-Borsu,4560,Clavier,Luik
4560,Clavier,4560,Clavier,Luik
4560,Les Avins,4560,Clavier,Luik
4560,Ocquier,4560,Clavier,Luik
4560,Pailhe,4560,Clavier,Luik
4560,Terwagne,4560,Clavier,Luik
4570,Marchin,4570,Marchin,Luik
4570,Vyle-et-Tharoul,4570,Marchin,Luik
4577,Modave,4577,Modave,Luik
4577,Outrelouxhe,4577,Modave,Luik
4577,Strée-lez-Huy,4577,Modave,Luik
4577,Vierset-Barse,4577,Modave,Luik
4590,Ellemelle,4590,Ouffet,Luik
4590,Ouffet,4590,Ouffet,Luik
4590,Warzée,4590,Ouffet,Luik
4600,Lanaye,4600,Visé,Luik
4600,Lixhe,4600,Visé,Luik
4600,Richelle,4600,Visé,Luik
4600,Visé,4600,Visé,Luik
4601,Argenteau,4600,Visé,Luik
4602,Cheratte,4600,Visé,Luik
4606,Saint-André,4607,Dalhem,Luik
4607,Berneau,4607,Dalhem,Luik
4607,Bombaye,4607,Dalhem,Luik
4607,Dalhem,4607,Dalhem,Luik
4607,Feneur,4607,Dalhem,Luik
4607,Mortroux,4607,Dalhem,Luik
4608,Neufchâteau (Lg.),4607,Dalhem,Luik
4608,Warsage,4607,Dalhem,Luik
4610,Bellaire,4610,Beyne-Heusay,Luik
4610,Beyne-Heusay,4610,Beyne-Heusay,Luik
4610,Queue-du-Bois,4610,Beyne-Heusay,Luik
4620,Fléron,4620,Fléron,Luik
4621,Retinne,4620,Fléron,Luik
4623,Magnée,4620,Fléron,Luik
4624,Romsée,4620,Fléron,Luik
4630,Ayeneux,4630,Soumagne,Luik
4630,Micheroux,4630,Soumagne,Luik
4630,Soumagne,4630,Soumagne,Luik
4630,Tignée,4630,Soumagne,Luik
4631,Evegnée,4630,Soumagne,Luik
4632,Cérexhe-Heuseux,4630,Soumagne,Luik
4633,Melen,4630,Soumagne,Luik
4650,Chaineux,4650,Herve,Luik
4650,Grand-Rechain,4650,Herve,Luik
4650,Herve,4650,Herve,Luik
4650,Julémont,4650,Herve,Luik
4651,Battice,4650,Herve,Luik
4652,Xhendelesse,4650,Herve,Luik
4653,Bolland,4650,Herve,Luik
4654,Charneux,4650,Herve,Luik
4670,Blégny,4670,Blégny,Luik
4670,Mortier,4670,Blégny,Luik
4670,Trembleur,4670,Blégny,Luik
4671,Barchon,4670,Blégny,Luik
4671,Housse,4670,Blégny,Luik
4671,Saive,4670,Blégny,Luik
4672,Saint-Remy (Lg.),4670,Blégny,Luik
4680,Hermée,4680,Oupeye,Luik
4680,Oupeye,4680,Oupeye,Luik
4681,Hermalle-sous-Argenteau,4680,Oupeye,Luik
4682,Heure-le-Romain,4680,Oupeye,Luik
4682,Houtain-Saint-Siméon,4680,Oupeye,Luik
4683,Vivegnis,4680,Oupeye,Luik
4684,Haccourt,4680,Oupeye,Luik
4690,Bassenge,4690,Bassenge,Luik
4690,Boirs,4690,Bassenge,Luik
4690,Eben-Emael,4690,Bassenge,Luik
4690,Glons,4690,Bassenge,Luik
4690,Roclenge-sur-Geer,4690,Bassenge,Luik
4690,Wonck,4690,Bassenge,Luik
4700,Eupen,4700,Eupen,Luik
